id	smiles	MQN	Emol	Ekat	HOMO	LUMO	I	n
mol505	CC12CCC3(CC(=O)C3)C1N=CN2	[10, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 13, 1, 1, 0, 12, 1, 0, 0, 4, 3, 1, 1, 0, 0, 2, 0, 0, 0, 7, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 3, 1]	-573,5431059	-573,2648569	-0,18721	-0,05216	0,278249	4,31
mol506	CC=C1OC2C=CCN3CC2(N)C13	[10, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 13, 2, 1, 0, 11, 1, 0, 0, 4, 3, 2, 1, 0, 0, 2, 1, 0, 0, 5, 4, 1, 0, 1, 1, 0, 2, 0, 0, 0, 8, 9]	-573,3866712	-573,1224009	-0,17155	-0,07713	0,2642703	3,81
mol507	CC12CCCC(N)C(C)(O1)C2O	[9, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 12, 4, 0, 0, 9, 0, 0, 0, 5, 3, 3, 2, 0, 0, 4, 0, 0, 0, 4, 2, 2, 0, 1, 0, 0, 2, 0, 0, 0, 8, 9]	-557,721672	-557,4474989	-0,17239	0,0017	0,2741731	5,14
mol508	CC1C2CN1CC(C)(N)CN2N=C	[9, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 13, 4, 1, 0, 9, 0, 0, 1, 4, 4, 2, 1, 0, 0, 4, 1, 0, 0, 3, 4, 1, 0, 1, 0, 0, 2, 0, 0, 0, 8, 9]	-572,0319368	-571,7851924	-0,15834	-0,0196	0,2467444	4,29
mol509	CC1C2C3CC1C1CC3(CN)C2N1	[11, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 13, 3, 0, 0, 13, 0, 0, 1, 2, 2, 3, 2, 0, 0, 2, 1, 0, 0, 3, 6, 1, 0, 1, 2, 2, 0, 0, 0, 0, 10, 13]	-538,8297411	-538,5560728	-0,17649	0,02173	0,2736683	5,34
mol510	CCN1C(CC2=C1N(N)N=N2)C#C	[8, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 13, 4, 0, 1, 7, 2, 0, 1, 5, 5, 2, 1, 0, 0, 3, 2, 0, 0, 3, 5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-584,4241037	-584,1646263	-0,16238	-0,02191	0,2594774	4,55
mol511	CC(=C)C(C(O)C#C)C(NN)=NN	[8, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 13, 9, 2, 1, 0, 0, 0, 3, 6, 5, 6, 4, 0, 0, 6, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-606,6593546	-606,3915493	-0,16505	-0,03197	0,2678053	4,61
mol512	CCC1NCC2(OCOC12C)C=C	[10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 13, 4, 1, 0, 9, 0, 0, 2, 5, 3, 1, 1, 0, 0, 3, 2, 0, 0, 5, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-595,7681691	-595,4929124	-0,17968	-0,02811	0,2752567	4,66
mol513	OCC1=CC2=CN=NN2CC1O	[7, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 12, 3, 0, 0, 7, 3, 0, 1, 7, 5, 2, 2, 0, 0, 2, 1, 0, 0, 5, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]	-586,1866164	-585,8875056	-0,20733	-0,08017	0,2991108	4,23
mol514	CC1(N)CC(NO)=NC2=CSC=C12	[8, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 13, 4, 0, 0, 7, 3, 0, 0, 5, 4, 4, 3, 0, 0, 3, 1, 0, 0, 5, 3, 1, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]	-948,3234575	-948,0656696	-0,16763	-0,04607	0,2577879	4,11
mol515	CCCC12CC1C1(C)NC2C1CO	[11, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 13, 6, 0, 0, 9, 0, 0, 3, 3, 2, 2, 2, 0, 0, 3, 3, 0, 0, 2, 3, 2, 1, 1, 2, 0, 0, 0, 0, 0, 6, 7]	-559,8187287	-559,5315457	-0,18577	0,02466	0,287183	5,62
mol516	CN1CC1C(C)=C1CNCCC1N	[10, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 13, 4, 1, 0, 9, 0, 0, 1, 3, 3, 3, 2, 0, 0, 3, 0, 1, 0, 5, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-556,0152099	-555,7569207	-0,17126	-0,02023	0,2582892	4,42
mol517	CC1CC(CO)(CONC1=O)C=O	[8, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 13, 4, 2, 0, 7, 0, 0, 2, 9, 5, 2, 2, 0, 0, 4, 2, 0, 0, 4, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	-667,5246714	-667,2150516	-0,21043	-0,09233	0,3096198	4,31
mol518	CCC(C#N)C1NC2CC1N1CC21	[10, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 13, 4, 0, 1, 10, 0, 0, 2, 3, 3, 1, 1, 0, 0, 2, 2, 1, 0, 3, 5, 0, 1, 0, 2, 0, 0, 0, 0, 0, 5, 3]	-553,6287349	-553,3294946	-0,19753	0,00635	0,2992403	5,54
mol519	CC(N)C1CC(C1)OCC1(C)CC1	[11, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 13, 7, 0, 0, 7, 0, 0, 4, 3, 2, 2, 1, 0, 0, 3, 2, 1, 0, 4, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-561,0366708	-560,7557734	-0,18969	0,02935	0,2808974	5,46
mol520	C#CC(C#N)C12CN1CC=CC2	[10, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 12, 3, 0, 2, 7, 1, 0, 1, 2, 2, 0, 0, 0, 0, 2, 2, 1, 0, 5, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-495,810151	-495,5184907	-0,19106	-0,0297	0,2916603	4,93
mol521	CC(CN(C)C)C1(C)NCC1C#C	[11, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 13, 8, 0, 1, 4, 0, 0, 3, 2, 2, 1, 1, 0, 0, 5, 2, 2, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-539,923456	-539,6597389	-0,1772	0,00171	0,2637171	4,79
mol522	CC1C(COC(C)=O)C1C(O)=O	[8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 12, 7, 2, 0, 3, 0, 0, 3, 8, 4, 1, 1, 0, 0, 5, 2, 2, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-612,3234692	-612,0075393	-0,20559	-0,05384	0,3159299	5,07
mol523	N=C1NC(=O)N(O1)C1CCC1=O	[6, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 12, 1, 3, 0, 7, 2, 0, 1, 9, 6, 2, 2, 0, 0, 3, 0, 0, 0, 4, 5, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]	-622,0842171	-621,7937372	-0,19461	-0,07615	0,2904799	4,22
mol524	CNCC(C)C1=C(O)SN=C1NC	[8, 0, 0, 0, 0, 1, 0, 2, 1, 1, 0, 13, 8, 0, 0, 3, 2, 0, 4, 5, 4, 3, 3, 0, 0, 4, 3, 1, 0, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-950,7336756	-950,4749074	-0,17075	-0,02289	0,2587682	4,41
mol525	CC=NNCC(OC=O)=C(C)C#C	[9, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 13, 8, 3, 1, 0, 0, 0, 5, 6, 4, 1, 1, 0, 0, 4, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-609,3321545	-609,0601106	-0,17759	-0,07252	0,2720439	4
mol526	CC12CC3C4C5CNC(C5C4N1)C23	[11, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 13, 1, 0, 0, 16, 0, 0, 0, 2, 2, 2, 2, 0, 0, 1, 0, 0, 0, 4, 7, 1, 0, 2, 1, 5, 0, 0, 0, 0, 10, 13]	-537,6193614	-537,3619548	-0,16273	0,02197	0,2574066	5,09
mol527	NCC12CC(C=C(O1)C#C)C2O	[9, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 12, 4, 0, 1, 7, 1, 0, 1, 5, 3, 3, 2, 0, 0, 3, 2, 0, 0, 3, 3, 1, 0, 1, 0, 2, 0, 0, 0, 0, 7, 8]	-554,021828	-553,754221	-0,1772	-0,05335	0,267607	4,15
mol528	CC1CNCC#CC2=CCOC2O1	[10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 13, 1, 0, 0, 11, 1, 1, 0, 5, 3, 1, 1, 0, 0, 1, 0, 0, 0, 9, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 1]	-593,2985468	-593,0261818	-0,18371	-0,06292	0,272365	4,06
mol529	C=C1CNN=CC2C=CC(C1)C2=O	[10, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 13, 0, 2, 0, 10, 2, 0, 0, 4, 3, 1, 1, 0, 0, 2, 0, 0, 0, 7, 4, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 2]	-572,189104	-571,9217903	-0,15188	-0,06798	0,2673137	4,28
mol530	C=C1COC2C3(NCC=CC123)C=O	[10, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 13, 1, 2, 0, 11, 1, 0, 1, 5, 3, 1, 1, 0, 0, 2, 1, 0, 0, 6, 2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 3, 2]	-592,1294126	-591,8613907	-0,18071	-0,06637	0,2680219	3,93
mol531	CCC(OCS(N)(=O)=O)C(C)=C	[7, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 12, 8, 3, 0, 0, 0, 0, 5, 7, 4, 2, 1, 0, 0, 6, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-953,5085028	-953,1958365	-0,21968	-0,03876	0,3126663	4,99
mol532	CN1CC2C3CN2CCC(CO)C13	[10, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 13, 3, 0, 0, 12, 0, 0, 1, 4, 3, 1, 1, 0, 0, 2, 1, 0, 0, 4, 6, 0, 0, 1, 1, 0, 1, 0, 0, 0, 5, 4]	-575,8743757	-575,622034	-0,15844	0,01217	0,2523417	4,88
mol533	CC1CC2CC(CN1C2C)C(O)=O	[10, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 13, 4, 1, 0, 9, 0, 0, 1, 5, 3, 1, 1, 0, 0, 4, 0, 1, 0, 3, 5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 3, 2]	-595,8237487	-595,5415957	-0,17716	-0,02595	0,282153	4,91
mol534	CNC1CC2NC(CNC2=O)C1C	[9, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 13, 3, 1, 0, 10, 0, 0, 1, 5, 4, 3, 3, 0, 0, 3, 1, 0, 0, 4, 5, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 2]	-591,9978753	-591,7349729	-0,16969	-0,01774	0,2629024	4,6
mol535	CC1(C)C2C3ON=CC3=CC(=N)N12	[9, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 13, 2, 1, 0, 10, 2, 0, 0, 5, 4, 1, 1, 0, 0, 3, 0, 0, 0, 4, 5, 1, 1, 0, 1, 1, 0, 0, 0, 0, 4, 2]	-588,2989289	-588,0059722	-0,2025	-0,10327	0,2929567	3,81
mol536	OC1C2CC1NCC(=C)C2	[8, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 10, 1, 1, 0, 9, 0, 0, 0, 3, 2, 2, 2, 0, 0, 2, 0, 0, 0, 4, 4, 0, 0, 1, 0, 0, 2, 0, 0, 0, 8, 9]	-442,0574107	-441,7769961	-0,17093	-0,02153	0,2804146	5,01
mol537	CNC(C)C1=C2C(ON=C2C)C=C1	[10, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 13, 5, 0, 0, 6, 3, 0, 2, 4, 3, 1, 1, 0, 0, 3, 1, 1, 0, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-573,453906	-573,1855751	-0,18079	-0,09002	0,2683309	3,62
mol538	CC(C)C#CC1NC(C=C1)C(C)=C	[12, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 6, 1, 1, 4, 1, 0, 1, 1, 1, 1, 1, 0, 0, 4, 2, 2, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-521,5043953	-521,2279221	-0,17776	-0,03685	0,2764732	4,6
mol539	CCC1(C)OCC2(N)C(O)C12CN	[9, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 13, 7, 0, 0, 7, 0, 0, 2, 6, 4, 5, 3, 0, 0, 5, 2, 0, 0, 2, 1, 3, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1]	-613,0028102	-612,7252713	-0,1836	0,00635	0,2775389	5,14
mol540	NC1C=NNC2C=COCC12O	[7, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 12, 2, 0, 0, 9, 2, 0, 0, 7, 5, 4, 3, 0, 0, 2, 0, 0, 0, 7, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1]	-587,2682336	-587,0009646	-0,16652	-0,08308	0,267269	3,88
mol541	ON1C(=O)C2OCC=C2C1=C	[7, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 11, 1, 2, 0, 8, 1, 0, 0, 7, 4, 1, 1, 0, 0, 3, 0, 0, 0, 3, 5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-550,7035167	-550,4170026	-0,19065	-0,07582	0,2865141	4,17
mol542	CC1C2COC(CC2N)C1OC=C	[10, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 13, 4, 1, 0, 9, 0, 0, 2, 5, 3, 2, 1, 0, 0, 3, 2, 0, 0, 3, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 8, 9]	-595,7654157	-595,4908556	-0,1897	-0,00787	0,2745601	4,78
mol543	CC1(C)C(N)C2=CNN=C2C1(C)O	[9, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 13, 5, 0, 0, 7, 2, 0, 0, 5, 4, 4, 3, 0, 0, 5, 0, 0, 0, 3, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-590,7729847	-590,4883268	-0,18792	-0,02248	0,2846579	4,88
mol544	CC(O)C12OCCC1=NOC2C#N	[8, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 13, 4, 0, 1, 8, 1, 0, 1, 8, 5, 1, 1, 0, 0, 3, 1, 1, 0, 5, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-645,2500684	-644,9304916	-0,22147	-0,07103	0,3195768	4,72
mol545	CCC12C=CC(=C)C1C2C(=C)C#N	[12, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 4, 2, 1, 6, 1, 0, 2, 1, 1, 0, 0, 0, 0, 4, 2, 1, 0, 2, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1]	-519,1388696	-518,8459393	-0,20105	-0,08036	0,2929303	4,14
mol546	O=CC1=CCN2C1CS2(=O)=O	[6, 0, 0, 0, 0, 1, 0, 0, 1, 3, 0, 11, 1, 3, 0, 7, 1, 0, 1, 7, 4, 0, 0, 0, 0, 3, 1, 0, 0, 3, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1]	-910,6516573	-910,3352959	-0,21927	-0,11563	0,3163614	4,05
mol547	CC12C=CC34CC11NCC3C1CC24	[12, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 1, 0, 0, 15, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 6, 3, 3, 0, 0, 6, 0, 0, 0, 0, 0, 8, 10]	-520,3835512	-520,1361489	-0,15973	-0,04939	0,2474023	3,89
mol548	CC1=C(C=CCN)C=CC(=O)C=C1	[11, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 13, 4, 2, 0, 4, 3, 0, 2, 3, 2, 2, 1, 0, 0, 3, 3, 0, 0, 4, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	-556,2049896	-555,9315355	-0,19468	-0,11377	0,2734541	3,24
mol549	NC1C2CC3OC1C2C3C1CO1	[9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 12, 2, 0, 0, 13, 0, 0, 1, 5, 3, 2, 1, 0, 0, 1, 0, 0, 0, 4, 7, 0, 1, 1, 2, 0, 0, 0, 0, 0, 5, 4]	-555,2760497	-554,9951608	-0,17814	0,02942	0,2808889	5,62
mol550	OC12C3CC1C(C3)NC2C1CN1	[9, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 12, 2, 0, 0, 13, 0, 0, 1, 4, 3, 3, 3, 0, 0, 1, 0, 0, 0, 5, 5, 1, 1, 1, 3, 0, 0, 0, 0, 0, 6, 7]	-535,4086206	-535,1220773	-0,18631	0,01031	0,2865433	5,4
mol551	CC1CC1C(C)(C)C(N)C1CC1N	[11, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 13, 8, 0, 0, 6, 0, 0, 3, 2, 2, 4, 2, 0, 0, 5, 0, 1, 1, 2, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-541,1786016	-540,9041591	-0,17333	0,01801	0,2744425	5,35
mol552	CC1C2CC34CC(NCC3C12)C=C4	[12, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 1, 0, 0, 14, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 6, 5, 1, 1, 0, 2, 1, 0, 0, 0, 0, 6, 4]	-521,568817	-521,3012911	-0,16481	-0,02685	0,2675259	4,67
mol553	OCC1=CC(CC1=O)S(=O)(=O)CO	[7, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 13, 5, 3, 0, 4, 1, 0, 3, 10, 5, 2, 2, 0, 0, 5, 2, 0, 1, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-1046,140222	-1045,83329	-0,21101	-0,10106	0,306932	4,11
mol554	NC(=N)C=C(C#C)C#CC=C	[9, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 11, 5, 3, 2, 0, 0, 0, 1, 2, 2, 3, 2, 0, 0, 4, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-456,5740383	-456,2985442	-0,19358	-0,10587	0,2754941	3,42
mol555	NC(CO)C12CC1NC1CCC21	[9, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 12, 4, 0, 0, 10, 0, 0, 2, 4, 3, 4, 3, 0, 0, 2, 1, 1, 0, 4, 3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 4, 2]	-536,5144569	-536,2457413	-0,17864	-0,00685	0,2687156	4,79
mol556	CC1=CC(=O)N2C(SN=C12)=NC=O	[7, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 13, 2, 3, 0, 6, 3, 0, 1, 7, 5, 0, 0, 0, 0, 3, 2, 0, 0, 3, 5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-981,8895554	-981,5700919	-0,22593	-0,13725	0,3194635	3,75
mol557	CN1CC(=C)C2CC2(O)C1CC=O	[10, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 13, 4, 2, 0, 8, 0, 0, 2, 5, 3, 1, 1, 0, 0, 4, 2, 0, 0, 2, 4, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-594,4874198	-594,2231181	-0,16879	-0,06268	0,2643017	4,04
mol558	C1CC2=NC3=C(CON=CCN3)N12	[8, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 13, 0, 0, 0, 12, 3, 0, 0, 6, 5, 1, 1, 0, 0, 0, 0, 0, 0, 9, 4, 0, 0, 1, 1, 0, 0, 1, 0, 0, 4, 2]	-604,3198158	-604,0740513	-0,15123	-0,04907	0,2457645	3,96
mol559	CC(=C)C=CC1CC2(C)CN2C=N1	[11, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 13, 4, 2, 0, 7, 1, 0, 2, 2, 2, 0, 0, 0, 0, 3, 2, 1, 0, 4, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-537,5769319	-537,3026005	-0,19058	-0,05006	0,2743314	4,19
mol560	CC(C=O)C1ON=C2N=C(C)NC12	[8, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 13, 4, 1, 0, 7, 2, 0, 2, 7, 5, 1, 1, 0, 0, 3, 1, 1, 0, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-625,4264469	-625,1471967	-0,18639	-0,07361	0,2792502	4,06
mol561	O=C1CCC2C1CN=C2N1CC1	[9, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 12, 1, 1, 0, 11, 1, 0, 0, 4, 3, 0, 0, 0, 0, 1, 0, 0, 0, 6, 5, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-534,2358697	-533,947105	-0,19187	-0,05675	0,2887647	4,48
mol562	CC(C)(C)C(C=C)C(N)(CN)C=C	[11, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 13, 10, 2, 0, 0, 0, 0, 4, 2, 2, 4, 2, 0, 0, 7, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-541,1766542	-540,8964171	-0,1904	-0,03031	0,2802371	4,62
mol563	CC1(CC=C(CC=O)C(=N)N1)C#C	[10, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 13, 4, 2, 1, 5, 1, 0, 2, 4, 3, 2, 2, 0, 0, 4, 3, 0, 0, 3, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-572,2683457	-571,9780524	-0,19953	-0,08101	0,2902933	4,08
mol564	CC=C1N=C(NCC2CC1O2)C=C	[10, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 13, 2, 2, 0, 9, 1, 0, 1, 4, 3, 1, 1, 0, 0, 2, 2, 0, 0, 5, 4, 0, 0, 1, 0, 0, 0, 2, 0, 0, 9, 10]	-573,4746961	-573,2211657	-0,16055	-0,0672	0,2535304	3,8
mol565	CNCC1C(C)C1C1CC(N1)C#N	[10, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 13, 6, 0, 1, 7, 0, 0, 3, 3, 3, 2, 2, 0, 0, 3, 3, 0, 0, 2, 5, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-554,7963545	-554,5150909	-0,18538	-0,02002	0,2812636	4,86
mol566	CC12CCCNCCC(O)C1CO2	[10, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 13, 2, 0, 0, 12, 0, 0, 0, 5, 3, 2, 2, 0, 0, 2, 0, 0, 0, 8, 2, 1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 1]	-596,9503119	-596,673241	-0,18131	0,01803	0,2770709	5,32
mol567	CC1CC2(N)C3CC(C3)C(N)C2O1	[10, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 13, 3, 0, 0, 12, 0, 0, 0, 4, 3, 4, 2, 0, 0, 3, 0, 0, 0, 4, 5, 1, 0, 1, 1, 2, 0, 0, 0, 0, 7, 8]	-575,9026805	-575,6293804	-0,17391	0,02162	0,2733001	5,36
mol568	CC(C)(NC=N)C1(CC1O)C(N)=N	[8, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 13, 8, 2, 0, 3, 0, 0, 4, 6, 5, 6, 5, 0, 0, 6, 2, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-607,9777327	-607,6915282	-0,19001	-0,0363	0,2862045	4,71
mol569	CC=CC(O)C=CC1C(C)C1(C)N	[11, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 13, 8, 2, 0, 3, 0, 0, 3, 3, 2, 3, 2, 0, 0, 5, 4, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-559,8307357	-559,5706875	-0,17295	-0,0279	0,2600482	4,34
mol570	C=CC1(CC1C=O)NN1C=CN=N1	[8, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 13, 4, 2, 0, 6, 2, 0, 4, 6, 5, 1, 1, 0, 0, 2, 3, 0, 0, 5, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-604,3156678	-604,0159075	-0,20837	-0,0747	0,2997603	4,31
mol571	CC1CC1C1C2CC(=O)C1CCN2	[11, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 13, 2, 1, 0, 12, 0, 0, 1, 3, 2, 1, 1, 0, 0, 2, 0, 0, 0, 5, 6, 0, 1, 0, 1, 1, 0, 0, 0, 0, 3, 2]	-558,6891204	-558,4103487	-0,17879	-0,05275	0,2787717	4,44
mol572	CNCCC1(C)C(COC)C1OC	[10, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 13, 10, 0, 0, 3, 0, 0, 6, 5, 3, 1, 1, 0, 0, 4, 6, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-598,113724	-597,8469456	-0,17802	0,03036	0,2667784	5,25
mol573	CN1C(=C)CCOC(=N)NOC1=N	[7, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 13, 1, 3, 0, 9, 0, 0, 0, 8, 6, 3, 3, 0, 0, 4, 0, 0, 0, 5, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	-642,6173972	-642,3310978	-0,19569	-0,05628	0,2862994	4,36
mol574	CNCCN1C(=S)NCC=C1C#N	[8, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 13, 5, 1, 1, 5, 1, 0, 3, 4, 4, 2, 2, 0, 0, 3, 4, 0, 0, 3, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-928,472453	-928,2016312	-0,18243	-0,09535	0,2708218	3,59
mol575	CC12NCC(CN=CNC1=C)C2=C	[10, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 13, 1, 2, 0, 10, 1, 0, 0, 3, 3, 2, 2, 0, 0, 3, 0, 0, 0, 6, 3, 1, 0, 0, 1, 0, 0, 1, 0, 0, 3, 2]	-553,6225323	-553,3522665	-0,18158	-0,04448	0,2702658	4,28
mol576	CC1C2C=CC=C2C(=N)N1C(C)=C	[11, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 13, 3, 2, 0, 7, 2, 0, 1, 2, 2, 1, 1, 0, 0, 4, 0, 1, 0, 3, 5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-536,411741	-536,1405293	-0,17912	-0,08346	0,2712117	3,81
mol577	CC1C(COC2CCC2)N1C=N	[9, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 12, 5, 1, 0, 7, 0, 0, 4, 4, 3, 1, 1, 0, 0, 2, 3, 0, 0, 3, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-536,5984779	-536,3053219	-0,20364	-0,01992	0,293156	4,94
