id	smiles	Carbon	Fluorine	Chlorine	Bromine	Iodine	Sulfur	Phosphorous	Acyclic nitrogen	Cyclic nitrogen	Acyclic oxygen	Cyclic oxygen	Heavy atoms	Acyclic single bonds	Acyclic double bonds	Acyclic triple bonds	Cyclic single bonds	Cyclic double bonds	Cyclic triple bonds	Rotable bonds	H-bond acceptor sites	H-bond acceptor atoms	H-bond donor sites	H-bond donor atoms	Negative charges	Positive charges	Acyclic single valent nodes	Acyclic divalent nodes	Acyclic trivalent nodes	Acyclic tetravalent nodes	Cyclic divalent nodes	Cyclic trivalent nodes	Cyclic tetravalent nodes	3-membered rings	4-membered rings	5-membered rings	6-membered rings	7-membered rings	8-membered rings	9-membered rings	>= 10-membered rings	nodes shared by >= 2 rings	edges shared by >= 2 rings	n
mol2023	CC1(CN1)C1CNC1C(C=C)C#N	10	0	0	0	0	0	0	1	2	0	0	13	5	1	1	7	0	0	3	3	3	2	2	0	0	3	2	1	0	4	2	1	1	1	0	0	0	0	0	0	0	0	5.13
mol2082	CN=CNC(C)C(C)C#CC	9	0	0	0	0	0	0	2	0	0	0	11	8	1	1	0	0	0	3	2	2	1	1	0	0	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.13
mol2570	CC1C2COC(CNC=N)CC1O2	9	0	0	0	0	0	0	2	0	0	2	13	4	1	0	9	0	0	3	6	4	2	2	0	0	2	3	0	0	4	4	0	0	1	0	0	2	0	0	0	8	9	5.13
mol2977	CC(O)C1NC2CNC1(C)C21CN1	9	0	0	0	0	0	0	0	3	1	0	13	4	0	0	11	0	0	1	5	4	4	4	0	0	3	0	1	0	5	2	2	1	0	2	0	0	0	0	0	3	2	5.13
mol3264	CC1CCCOC2CC2(C1)NC=O	10	0	0	0	0	0	0	1	0	1	1	13	3	1	0	10	0	0	2	5	3	1	1	0	0	2	2	0	0	6	2	1	1	0	0	0	0	1	0	0	2	1	5.13
mol3793	CC1C2NCCC3CC3C1(C)C2N	11	0	0	0	0	0	0	1	1	0	0	13	3	0	0	12	0	0	0	2	2	3	2	0	0	3	0	0	0	4	5	1	1	1	0	0	0	2	0	0	9	10	5.13
mol4093	CC1(C)NC(CN)(C(N)CO)C1N	8	0	0	0	0	0	0	3	1	1	0	13	9	0	0	4	0	0	3	6	5	8	5	0	0	6	2	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	5.13
mol22	CCC12NCCOCC3OC1C2O3	9	0	0	0	0	0	0	0	1	0	3	13	2	0	0	13	0	0	1	7	4	1	1	0	0	1	1	0	0	7	3	1	1	0	1	0	0	0	2	0	11	13	5.12
mol1374	CC12CC1C(N)CNC1C(N)C1O2	9	0	0	0	0	0	0	2	1	0	1	13	3	0	0	12	0	0	0	5	4	5	3	0	0	3	0	0	0	4	5	1	2	0	0	0	0	1	0	0	4	2	5.12
mol1528	CC1NCCNC1S(N)(=O)=O	5	0	0	0	0	1	0	1	2	2	0	11	3	2	0	6	0	0	1	7	5	4	3	0	0	4	0	0	1	4	2	0	0	0	0	1	0	0	0	0	0	0	5.12
mol1611	CCC12CC3C1C1CN3C(C)C1N2	11	0	0	0	0	0	0	0	2	0	0	13	3	0	0	13	0	0	1	2	2	1	1	0	0	2	1	0	0	3	6	1	0	1	3	0	0	0	0	0	7	6	5.12
mol1720	CC#CCN(C)C1(CC1N)C1CN1	10	0	0	0	0	0	0	2	1	0	0	13	7	0	1	6	0	0	3	3	3	3	2	0	0	3	3	1	0	3	2	1	2	0	0	0	0	0	0	0	0	0	5.12
mol2037	CNC1CC(O)C(O)C1CCOC	9	0	0	0	0	0	0	1	0	3	0	13	8	0	0	5	0	0	4	7	4	3	3	0	0	4	4	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	5.12
mol2110	CC1(CNCC2CCNC2)CC1O	10	0	0	0	0	0	0	1	1	1	0	13	6	0	0	8	0	0	4	4	3	3	3	0	0	2	3	0	0	5	2	1	1	0	1	0	0	0	0	0	0	0	5.12
mol2397	CC#CC1(C)NC(C)C1CN	9	0	0	0	0	0	0	1	1	0	0	11	6	0	1	4	0	0	1	2	2	3	2	0	0	4	3	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	5.12
mol2712	CC1C2OCC2CC2(N)C(N)CC12	10	0	0	0	0	0	0	2	0	0	1	13	3	0	0	12	0	0	0	4	3	4	2	0	0	3	0	0	0	4	5	1	0	2	0	1	0	0	0	0	4	2	5.12
mol2759	CC1OC2(C1N)C1CCC2CNC1	10	0	0	0	0	0	0	1	1	0	1	13	2	0	0	13	0	0	0	4	3	3	2	0	0	2	0	0	0	6	4	1	0	1	1	1	0	0	0	0	3	2	5.12
mol3222	OCC1CC2NN=COCC12	7	0	0	0	0	0	0	0	2	1	1	11	2	0	0	9	1	0	1	6	4	2	2	0	0	1	1	0	0	6	3	0	0	1	0	0	1	0	0	0	2	1	5.12
mol4352	CC1NCC2C(O)C(C)(C#C)C12C	11	0	0	0	0	0	0	0	1	1	0	13	5	0	1	8	0	0	0	3	2	2	2	0	0	5	1	0	0	2	3	2	0	1	1	0	0	0	0	0	2	1	5.12
mol4477	CCC1(C)C2C(N)CCNC12C	10	0	0	0	0	0	0	1	1	0	0	12	5	0	0	8	0	0	1	2	2	3	2	0	0	4	1	0	0	3	2	2	1	0	0	1	0	0	0	0	2	1	5.12
mol4835	C1NC2C3C4C(OC13)C1C=C2CN41	10	0	0	0	0	0	0	0	2	0	1	13	0	0	0	16	1	0	0	4	3	1	1	0	0	0	0	0	0	5	8	0	0	1	3	1	0	0	0	0	9	8	5.12
mol4980	CC(C)C1NC(C(C)N)C1C#C	10	0	0	0	0	0	0	1	1	0	0	12	7	0	1	4	0	0	2	2	2	3	2	0	0	5	1	2	0	1	3	0	0	1	0	0	0	0	0	0	0	0	5.12
mol2	CC(O)C1(CN)OC1(C)C#C	8	0	0	0	0	0	0	1	0	1	1	11	7	0	1	3	0	0	2	5	3	3	2	0	0	5	2	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	5.11
mol146	CNC1C(C#C)C11COCC1(C)C	11	0	0	0	0	0	0	1	0	0	1	13	5	0	1	8	0	0	1	3	2	1	1	0	0	4	2	0	0	3	2	2	1	0	1	0	0	0	0	0	1	0	5.11
mol261	CCNC12CC(C1)C(N)C2(C)O	9	0	0	0	0	0	0	2	0	1	0	12	6	0	0	7	0	0	2	4	3	4	3	0	0	4	2	0	0	2	2	2	0	1	2	0	0	0	0	0	6	7	5.11
mol307	ON=CC#C	3	0	0	0	0	0	0	1	0	1	0	5	2	1	1	0	0	0	0	3	2	1	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11
mol382	CC1(C=C)C2CC2CC1(N)CO	10	0	0	0	0	0	0	1	0	1	0	12	5	1	0	7	0	0	2	3	2	3	2	0	0	4	2	0	0	2	2	2	1	0	1	0	0	0	0	0	2	1	5.11
mol440	CC1CC2(CCN)CC2(N1)C1CC1	11	0	0	0	0	0	0	1	1	0	0	13	5	0	0	10	0	0	3	2	2	3	2	0	0	2	2	0	0	5	2	2	2	0	1	0	0	0	0	0	2	1	5.11
mol451	CC1OC(C)C1C(NC=O)C1CC1	10	0	0	0	0	0	0	1	0	1	1	13	6	1	0	7	0	0	4	5	3	1	1	0	0	3	2	1	0	3	4	0	1	1	0	0	0	0	0	0	0	0	5.11
mol657	CC1C2C3=NOC=C3C1(C)C2(C)C	11	0	0	0	0	0	0	0	1	0	1	13	4	0	0	9	2	0	0	3	2	0	0	0	0	4	0	0	0	3	4	2	0	1	3	0	0	0	0	0	6	7	5.11
mol681	CCCC1(CO1)C(CC)C#CCN	11	0	0	0	0	0	0	1	0	0	1	13	9	0	1	3	0	0	4	3	2	2	1	0	0	3	6	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5.11
mol691	CC1N=CNOC2C3CC3C3CC123	10	0	0	0	0	0	0	0	2	0	1	13	1	0	0	14	1	0	0	4	3	1	1	0	0	1	0	0	0	6	5	1	2	0	1	0	1	0	0	0	5	3	5.11
mol805	COC12CNC(C#C)C1(O)C2C	9	0	0	0	0	0	0	0	1	2	0	12	5	0	1	7	0	0	1	5	3	2	2	0	0	4	2	0	0	2	2	2	1	0	1	0	0	0	0	0	2	1	5.11
mol834	O=C1OCC2(CO1)CC=CCO2	8	0	0	0	0	0	0	0	0	1	3	12	0	1	0	11	1	0	0	8	4	0	0	0	0	1	0	0	0	9	1	1	0	0	0	2	0	0	0	0	1	0	5.11
mol1069	NC1C2NC3C2CN2CC(C2)C13	9	0	0	0	0	0	0	1	2	0	0	12	1	0	0	14	0	0	0	3	3	3	2	0	0	1	0	0	0	4	7	0	0	2	2	0	2	0	0	0	11	14	5.11
mol1099	C1C2CC3C4N3CC(NC12)C41CO1	10	0	0	0	0	0	0	0	2	0	1	13	0	0	0	17	0	0	0	4	3	1	1	0	0	0	0	0	0	6	6	1	3	0	1	0	0	2	0	0	10	12	5.11
mol1392	CN1CCC2(C)C(C12)C1CC(O)C1	11	0	0	0	0	0	0	0	1	1	0	13	4	0	0	11	0	0	1	3	2	1	1	0	0	3	0	0	0	4	5	1	1	1	1	0	0	0	0	0	2	1	5.11
mol1417	NC1C2OCC3CN3C12C(O)=O	7	0	0	0	0	0	0	1	1	2	1	12	3	1	0	10	0	0	1	8	5	3	2	0	0	3	0	1	0	3	4	1	2	0	0	1	0	0	0	0	4	2	5.11
mol1722	CC#CC1C2CC3CNC(C2N)C13	11	0	0	0	0	0	0	1	1	0	0	13	3	0	1	11	0	0	0	2	2	3	2	0	0	2	2	0	0	3	6	0	0	0	3	0	0	0	0	0	5	4	5.11
mol2099	CCCNC(C#C)C1CC(=O)N1	9	0	0	0	0	0	0	1	1	1	0	12	6	1	1	4	0	0	4	4	3	2	2	0	0	3	4	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	5.11
mol3078	CC(C#C)C12CC1(O)CNC2=O	9	0	0	0	0	0	0	0	1	2	0	12	4	1	1	7	0	0	1	5	3	2	2	0	0	4	1	1	0	3	1	2	1	0	1	0	0	0	0	0	2	1	5.11
mol3281	CC12CN1C(C#C)C1NC1C2(C)C	11	0	0	0	0	0	0	0	2	0	0	13	4	0	1	10	0	0	0	2	2	1	1	0	0	4	1	0	0	2	4	2	2	0	0	1	0	0	0	0	4	2	5.11
mol3690	CC1C2NC(C)C3(CN3)C3(CN3)C12	10	0	0	0	0	0	0	0	3	0	0	13	2	0	0	14	0	0	0	3	3	3	3	0	0	2	0	0	0	5	4	2	3	0	0	1	0	0	0	0	4	1	5.11
mol3787	CC1C2CC3(C#C)C(CCC13N)N2	11	0	0	0	0	0	0	1	1	0	0	13	3	0	1	11	0	0	0	2	2	3	2	0	0	3	1	0	0	4	3	2	0	0	3	0	0	0	0	0	5	4	5.11
mol3797	CC(C)CC(=C)OC(C)(C)C(C)N	11	0	0	0	0	0	0	1	0	1	0	13	11	1	0	0	0	0	5	3	2	2	1	0	0	7	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11
mol3815	CC1(CC1C1CO1)C(CN)C#C	10	0	0	0	0	0	0	1	0	0	1	12	6	0	1	6	0	0	3	3	2	2	1	0	0	3	2	1	0	3	2	1	2	0	0	0	0	0	0	0	0	0	5.11
mol4081	CCC12NC3CN(CC13O)CC2O	9	0	0	0	0	0	0	0	2	2	0	13	4	0	0	11	0	0	1	6	4	3	3	0	0	3	1	0	0	4	3	2	0	1	1	1	0	0	0	0	5	4	5.11
mol4252	CC1(C(O)C#N)C2CC3C(CO2)N13	9	0	0	0	0	0	0	1	1	1	1	13	4	0	1	10	0	0	1	6	4	1	1	0	0	3	1	1	0	3	4	1	1	0	1	2	0	0	0	0	8	10	5.11
mol4342	CNCCC(CNC(N)=N)OC	7	0	0	0	0	0	0	4	0	1	0	12	10	1	0	0	0	0	6	6	5	5	4	0	0	4	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11
mol4599	CC12C(CCCCC1N)C2(O)CN	10	0	0	0	0	0	0	2	0	1	0	13	5	0	0	9	0	0	1	4	3	5	3	0	0	4	1	0	0	4	2	2	1	0	0	0	1	0	0	0	2	1	5.11
mol178	C1CC11CC2CCC3CC(C2)NC13	12	0	0	0	0	0	0	0	1	0	0	13	0	0	0	16	0	0	0	1	1	1	1	0	0	0	0	0	0	8	4	1	1	0	1	0	3	0	0	0	11	13	5.1
mol258	CCONC(=N)C1CN1CC1CC1	9	0	0	0	0	0	0	2	1	1	0	13	7	1	0	6	0	0	5	5	4	2	2	0	0	2	4	1	0	3	3	0	2	0	0	0	0	0	0	0	0	0	5.1
mol583	CC(NN(C)C=N)S(=O)(=O)CO	5	0	0	0	0	1	0	3	0	3	0	12	8	3	0	0	0	0	5	9	6	3	3	0	0	6	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1
mol645	CC1C(=C)CC2OC12CC(O)=O	9	0	0	0	0	0	0	0	0	2	1	12	4	2	0	7	0	0	2	6	3	1	1	0	0	4	1	1	0	2	3	1	1	0	1	0	0	0	0	0	2	1	5.1
mol1501	CCOC(NC(C)C#N)=NC(N)=O	7	0	0	0	0	0	0	4	0	2	0	13	9	2	1	0	0	0	2	8	6	3	2	0	0	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1
mol1648	CC12COC3CC3(O)C(N)C1C2O	9	0	0	0	0	0	0	1	0	2	1	13	4	0	0	11	0	0	0	7	4	4	3	0	0	4	0	0	0	3	4	2	2	0	0	0	1	0	0	0	4	2	5.1
mol1848	CCC(C)N(C)C1CC1(CO)C#N	10	0	0	0	0	0	0	2	0	1	0	13	9	0	1	3	0	0	4	4	3	1	1	0	0	5	3	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	5.1
mol1968	CC12CC1C1(CO)CN2C2CNC12	10	0	0	0	0	0	0	0	2	1	0	13	3	0	0	13	0	0	1	4	3	2	2	0	0	2	1	0	0	4	4	2	1	1	2	0	0	0	0	0	7	4	5.1
mol1993	CCC1(C)CC1(O)CCC1CNC1	11	0	0	0	0	0	0	0	1	1	0	13	7	0	0	7	0	0	4	3	2	2	2	0	0	3	3	0	0	4	1	2	1	1	0	0	0	0	0	0	0	0	5.1
mol2138	CC1(CN2C=CN=C2)CCO1	8	0	0	0	0	0	0	0	2	0	1	11	3	0	0	7	2	0	2	4	3	0	0	0	0	1	1	0	0	7	1	1	0	1	1	0	0	0	0	0	0	0	5.1
mol2195	CC1C(C2CN2)C2CC1(C)NC2=O	10	0	0	0	0	0	0	0	2	1	0	13	3	1	0	11	0	0	1	4	3	2	2	0	0	3	0	0	0	4	5	1	1	0	2	0	0	0	0	0	3	2	5.1
mol2485	CC12CC3OCC4NC3C4C1CN2	10	0	0	0	0	0	0	0	2	0	1	13	1	0	0	15	0	0	0	4	3	2	2	0	0	1	0	0	0	6	5	1	0	2	0	3	0	0	0	0	9	9	5.1
mol2859	CNCC1(C)CC2(C#N)C(O)C2N1	9	0	0	0	0	0	0	2	1	1	0	13	6	0	1	7	0	0	2	5	4	3	3	0	0	4	3	0	0	2	2	2	1	0	1	0	0	0	0	0	2	1	5.1
mol3187	OC1C(=C)OCC11CCC2NC12	9	0	0	0	0	0	0	0	1	1	1	12	1	1	0	12	0	0	0	5	3	2	2	0	0	2	0	0	0	5	4	1	1	0	2	0	0	0	0	0	3	1	5.1
mol3605	CC1CCN2CC(C2)(N1)C(C)(C)C	11	0	0	0	0	0	0	0	2	0	0	13	5	0	0	9	0	0	0	2	2	1	1	0	0	4	0	0	1	5	2	1	0	1	0	0	2	0	0	0	8	9	5.1
mol3838	CCC1(C)CC(C)(CCC#N)C=C1	12	0	0	0	0	0	0	1	0	0	0	13	7	0	1	4	1	0	3	1	1	0	0	0	0	4	4	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	5.1
mol3993	NC12CN3CC1CC2COCC3	9	0	0	0	0	0	0	1	1	0	1	12	1	0	0	13	0	0	0	4	3	2	1	0	0	1	0	0	0	7	3	1	0	1	1	0	0	1	0	0	5	4	5.1
mol4056	CC1N(C)CC2CCC2OS1(=O)=O	8	0	0	0	0	1	0	0	1	2	1	13	2	2	0	10	0	0	0	7	4	0	0	0	0	4	0	0	0	4	4	1	0	1	0	0	1	0	0	0	2	1	5.1
mol4164	CC(CN)C12CC1N(C)C1CC21C	11	0	0	0	0	0	0	1	1	0	0	13	6	0	0	9	0	0	2	2	2	2	1	0	0	4	1	1	0	2	3	2	2	0	1	0	0	0	0	0	4	2	5.1
mol4177	CN1C2CC(N)CC3C(O)C3C12C	10	0	0	0	0	0	0	1	1	1	0	13	4	0	0	11	0	0	0	4	3	3	2	0	0	4	0	0	0	2	6	1	2	0	0	0	1	0	0	0	4	2	5.1
mol526	CC12CC3C4C5CNC(C5C4N1)C23	11	0	0	0	0	0	0	0	2	0	0	13	1	0	0	16	0	0	0	2	2	2	2	0	0	1	0	0	0	4	7	1	0	2	1	5	0	0	0	0	10	13	5.09
mol694	CCC1(C)C2NC(=O)NOC12OC	8	0	0	0	0	0	0	0	2	2	1	13	5	1	0	8	0	0	2	8	5	2	2	0	0	4	2	0	0	3	2	2	1	0	0	1	0	0	0	0	2	1	5.09
mol758	CCS(=O)(=O)OCC(=C)C(C)NC	8	0	0	0	0	1	0	1	0	3	0	13	9	3	0	0	0	0	6	7	4	1	1	0	0	6	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09
mol968	NC1(CC2(O)CC1NCC2)C#C	9	0	0	0	0	0	0	1	1	1	0	12	3	0	1	9	0	0	0	4	3	4	3	0	0	3	1	0	0	5	1	2	0	0	1	1	0	0	0	0	3	2	5.09
mol1176	CC1C2C(CCC12C)C=C	10	0	0	0	0	0	0	0	0	0	0	10	3	1	0	7	0	0	1	0	0	0	0	0	0	3	1	0	0	2	3	1	1	0	1	0	0	0	0	0	2	1	5.09
mol1220	CC1OC1C(=O)N(C)CC#C	8	0	0	0	0	0	0	1	0	1	1	11	6	1	1	3	0	0	2	5	3	0	0	0	0	4	2	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	5.09
mol1246	CC1OC2C(C)CN3C1C23C#C	10	0	0	0	0	0	0	0	1	0	1	12	3	0	1	10	0	0	0	3	2	0	0	0	0	3	1	0	0	2	5	1	1	0	2	0	0	0	0	0	4	3	5.09
mol1479	CC(O)CC1(NC1C)C1(CN1)C#C	10	0	0	0	0	0	0	0	2	1	0	13	7	0	1	6	0	0	3	4	3	3	3	0	0	4	2	1	0	3	1	2	2	0	0	0	0	0	0	0	0	0	5.09
mol2092	N=C1CC2(CC3OCCC23)CN1	9	0	0	0	0	0	0	1	1	0	1	12	0	1	0	13	0	0	0	4	3	2	2	0	0	1	0	0	0	7	3	1	0	1	2	0	0	0	0	0	3	1	5.09
mol2656	CC(=C)OC(CN)CC1(C)CO1	9	0	0	0	0	0	0	1	0	1	1	12	8	1	0	3	0	0	5	5	3	2	1	0	0	4	3	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5.09
mol3109	C1CC(C1)C1C2CN3N=CN=C3N12	9	0	0	0	0	0	0	0	4	0	0	13	1	0	0	13	2	0	1	4	4	0	0	0	0	0	0	0	0	7	6	0	1	1	2	0	0	0	0	0	4	2	5.09
mol3292	CC(=C)C1OC1(C(N)C=C)C(O)=O	9	0	0	0	0	0	0	1	0	2	1	13	7	3	0	3	0	0	4	7	4	3	2	0	0	6	1	3	0	1	1	1	1	0	0	0	0	0	0	0	0	0	5.09
mol3536	CNC1CC11NC2(C)CC2(C)C1N	10	0	0	0	0	0	0	2	1	0	0	13	5	0	0	10	0	0	1	3	3	4	3	0	0	4	1	0	0	3	2	3	2	0	1	0	0	0	0	0	3	1	5.09
mol3562	CCC1C=CC(C)C2OC12C	10	0	0	0	0	0	0	0	0	0	1	11	4	0	0	7	1	0	1	2	1	0	0	0	0	3	1	0	0	3	3	1	1	0	0	1	0	0	0	0	2	1	5.09
mol3919	CCCN1CC(C)OCC1=N	8	0	0	0	0	0	0	1	1	0	1	11	4	1	0	6	0	0	2	4	3	1	1	0	0	3	2	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	5.09
mol4001	CC1C2C3C4OC1C4C1(N)CC1N23	10	0	0	0	0	0	0	1	1	0	1	13	2	0	0	15	0	0	0	4	3	2	1	0	0	2	0	0	0	2	8	1	2	1	0	3	0	0	0	0	10	10	5.09
mol4110	CC1C2CC3C1C1CCN1C23C#C	12	0	0	0	0	0	0	0	1	0	0	13	2	0	1	13	0	0	0	1	1	0	0	0	0	2	1	0	0	3	6	1	0	2	3	0	0	0	0	0	8	8	5.09
mol4404	CN1C2CNC3CC(O)(C3)CC12C	10	0	0	0	0	0	0	0	2	1	0	13	3	0	0	12	0	0	0	4	3	2	2	0	0	3	0	0	0	5	3	2	1	1	0	0	0	2	0	0	9	10	5.09
mol224	C1C=CC=C1	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	5.08
mol353	CC1C2C(=N)NC(C22CC2)C1(C)N	10	0	0	0	0	0	0	2	1	0	0	13	3	1	0	11	0	0	0	3	3	4	3	0	0	4	0	0	0	3	4	2	1	0	2	0	0	0	0	0	3	2	5.08
mol733	O=CN1CCCC2(CN2)C1C#C	9	0	0	0	0	0	0	0	2	1	0	12	2	1	1	9	0	0	1	4	3	1	1	0	0	2	2	0	0	5	2	1	1	0	0	1	0	0	0	0	1	0	5.08
mol771	CNCCC1C(O)C1OCC(C)N	9	0	0	0	0	0	0	2	0	2	0	13	10	0	0	3	0	0	6	6	4	4	3	0	0	4	5	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	5.08
mol937	CC12CN3C1C1CC3(C)C2(C)NC1	11	0	0	0	0	0	0	0	2	0	0	13	3	0	0	13	0	0	0	2	2	1	1	0	0	3	0	0	0	4	3	3	0	1	2	2	0	0	0	0	9	11	5.08
mol1013	CC(N)C1OC(C)C2(CN)C1N2C	9	0	0	0	0	0	0	2	1	0	1	13	7	0	0	7	0	0	2	5	4	4	2	0	0	5	1	1	0	1	4	1	1	0	1	0	0	0	0	0	2	1	5.08
mol1735	CC1CN(C1)NC1=NCC(C)O1	8	0	0	0	0	0	0	1	2	0	1	12	4	0	0	8	1	0	1	5	4	1	1	0	0	2	1	0	0	5	4	0	0	1	1	0	0	0	0	0	0	0	5.08
mol2123	CCN1CC2(N)C1COC1CC21C	10	0	0	0	0	0	0	1	1	0	1	13	4	0	0	11	0	0	1	4	3	2	1	0	0	3	1	0	0	4	3	2	1	1	0	1	0	0	0	0	4	2	5.08
mol2930	CNC1C2CN2C2(COC12C)C#C	10	0	0	0	0	0	0	1	1	0	1	13	4	0	1	10	0	0	1	4	3	1	1	0	0	3	2	0	0	3	3	2	1	1	1	0	0	0	0	0	4	2	5.08
mol3069	COCOC(C)C(C)COC=O	8	0	0	0	0	0	0	0	0	4	0	12	10	1	0	0	0	0	7	8	4	0	0	0	0	4	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.08
mol3589	O=C1NCC2CC1(CN2)C#C	8	0	0	0	0	0	0	0	2	1	0	11	1	1	1	9	0	0	0	4	3	2	2	0	0	2	1	0	0	5	2	1	0	0	1	1	0	0	0	0	3	2	5.08
mol3708	CC1CNC2CC3C(C(O)C2)C13N	10	0	0	0	0	0	0	1	1	1	0	13	3	0	0	12	0	0	0	4	3	4	3	0	0	3	0	0	0	4	5	1	1	0	0	1	1	0	0	0	5	4	5.08
mol522	CC1C(COC(C)=O)C1C(O)=O	8	0	0	0	0	0	0	0	0	4	0	12	7	2	0	3	0	0	3	8	4	1	1	0	0	5	2	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	5.07
mol807	CCC(CC)C1C=CCC1CN	11	0	0	0	0	0	0	1	0	0	0	12	7	0	0	4	1	0	4	1	1	2	1	0	0	3	3	1	0	3	2	0	0	0	1	0	0	0	0	0	0	0	5.07
mol888	CC(CN)C1NC1C1(N)CNC1C	9	0	0	0	0	0	0	2	2	0	0	13	7	0	0	7	0	0	3	4	4	6	4	0	0	4	1	1	0	3	3	1	1	1	0	0	0	0	0	0	0	0	5.07
mol1057	N#CCN1CCC2(CC2C2CC2)C1	11	0	0	0	0	0	0	1	1	0	0	13	3	0	1	11	0	0	2	2	2	0	0	0	0	1	2	0	0	6	3	1	2	0	1	0	0	0	0	0	1	0	5.07
mol1601	CC1CCC2(CC3CC3N2)C(C)N1	11	0	0	0	0	0	0	0	2	0	0	13	2	0	0	13	0	0	0	2	2	2	2	0	0	2	0	0	0	6	4	1	1	0	1	1	0	0	0	0	3	1	5.07
mol1713	C#CCC12CC3C4CN3C1CNC24	11	0	0	0	0	0	0	0	2	0	0	13	2	0	1	13	0	0	1	2	2	1	1	0	0	1	2	0	0	4	5	1	0	1	3	0	0	0	0	0	7	6	5.07
mol1883	CCN(C(C)CN)C(CO)C1CO1	9	0	0	0	0	0	0	2	0	1	1	13	10	0	0	3	0	0	6	6	4	3	2	0	0	4	3	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	5.07
mol1949	CCC(=C)C(C)N1C(C)CC1=O	10	0	0	0	0	0	0	0	1	1	0	12	6	2	0	4	0	0	3	3	2	0	0	0	0	5	1	2	0	1	3	0	0	1	0	0	0	0	0	0	0	0	5.07
mol2078	CC1C2C(C3CNC13)N2NC(N)=O	8	0	0	0	0	0	0	2	2	1	0	13	4	1	0	10	0	0	1	6	5	4	3	0	0	3	1	1	0	2	6	0	1	1	1	0	0	0	0	0	4	2	5.07
mol2827	CCC(C#C)C1CCC2NC2C1N	11	0	0	0	0	0	0	1	1	0	0	13	5	0	1	8	0	0	2	2	2	3	2	0	0	3	2	1	0	3	4	0	1	0	0	1	0	0	0	0	2	1	5.07
mol2903	CC1(COC=O)N2CCCC12C	9	0	0	0	0	0	0	0	1	2	0	12	5	1	0	7	0	0	3	5	3	0	0	0	0	3	3	0	0	3	1	2	1	0	1	0	0	0	0	0	2	1	5.07
mol3189	C1N2CCC3C4CC(CN=CN4)C123	10	0	0	0	0	0	0	0	3	0	0	13	0	0	0	15	1	0	0	3	3	1	1	0	0	0	0	0	0	8	4	1	1	0	2	0	1	0	0	0	6	4	5.07
mol3349	CC12CNCC(CN1)C1(N)CC21	9	0	0	0	0	0	0	1	2	0	0	12	2	0	0	12	0	0	0	3	3	4	3	0	0	2	0	0	0	6	2	2	1	0	0	1	2	0	0	0	9	10	5.07
mol3710	CC1=CON=C1OCOC1CCC1	9	0	0	0	0	0	0	0	1	2	1	13	5	0	0	7	2	0	4	7	4	0	0	0	0	1	3	0	0	6	3	0	0	1	1	0	0	0	0	0	0	0	5.07
mol4004	CCOC1(CC(O)CC1CN)C#C	10	0	0	0	0	0	0	1	0	2	0	13	7	0	1	5	0	0	3	5	3	3	2	0	0	4	4	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	5.07
mol4039	CC12C3C1N(CCC3O)CCC2N	10	0	0	0	0	0	0	1	1	1	0	13	3	0	0	12	0	0	0	4	3	3	2	0	0	3	0	0	0	4	5	1	1	0	0	2	0	0	0	0	4	3	5.07
mol4387	CN1C2CC34COCC3C1C2(N)C4	10	0	0	0	0	0	0	1	1	0	1	13	2	0	0	14	0	0	0	4	3	2	1	0	0	2	0	0	0	5	4	2	0	1	3	0	0	0	0	0	6	5	5.07
mol4435	CC12CC3(O)C4CC(O)C3NC1C24	10	0	0	0	0	0	0	0	1	2	0	13	3	0	0	13	0	0	0	5	3	3	3	0	0	3	0	0	0	3	5	2	1	0	2	2	0	0	0	0	8	10	5.07
