id	smiles	Carbon	Fluorine	Chlorine	Bromine	Iodine	Sulfur	Phosphorous	Acyclic nitrogen	Cyclic nitrogen	Acyclic oxygen	Cyclic oxygen	Heavy atoms	Acyclic single bonds	Acyclic double bonds	Acyclic triple bonds	Cyclic single bonds	Cyclic double bonds	Cyclic triple bonds	Rotable bonds	H-bond acceptor sites	H-bond acceptor atoms	H-bond donor sites	H-bond donor atoms	Negative charges	Positive charges	Acyclic single valent nodes	Acyclic divalent nodes	Acyclic trivalent nodes	Acyclic tetravalent nodes	Cyclic divalent nodes	Cyclic trivalent nodes	Cyclic tetravalent nodes	3-membered rings	4-membered rings	5-membered rings	6-membered rings	7-membered rings	8-membered rings	9-membered rings	>= 10-membered rings	nodes shared by >= 2 rings	edges shared by >= 2 rings	n
mol3048	CC(C)CC1NC1C(C)N1CC1C	11	0	0	0	0	0	0	0	2	0	0	13	8	0	0	6	0	0	4	2	2	1	1	0	0	4	1	2	0	2	4	0	2	0	0	0	0	0	0	0	0	0	5.56
mol3163	CC1CCC2CC(C)C(C)CC2N1	12	0	0	0	0	0	0	0	1	0	0	13	3	0	0	11	0	0	0	1	1	1	1	0	0	3	0	0	0	5	5	0	0	0	0	2	0	0	0	0	2	1	5.56
mol3879	CC12CC3(N)C1CCC(C2)C3(C)O	11	0	0	0	0	0	0	1	0	1	0	13	4	0	0	11	0	0	0	3	2	3	2	0	0	4	0	0	0	4	2	3	0	1	0	4	0	0	0	0	9	11	5.56
mol4057	OC12CCC1CNC(C2)C1CC1	10	0	0	0	0	0	0	0	1	1	0	12	2	0	0	12	0	0	1	3	2	2	2	0	0	1	0	0	0	7	3	1	1	1	0	1	0	0	0	0	2	1	5.56
mol4157	CC1C2CNC3(C)C(C(=O)N2)C13O	9	0	0	0	0	0	0	0	2	2	0	13	3	1	0	11	0	0	0	6	4	3	3	0	0	4	0	0	0	3	4	2	1	0	0	2	0	0	0	0	5	4	5.56
mol4683	CC1C2CC2C(N)C1OC(C)(C)C	11	0	0	0	0	0	0	1	0	1	0	13	7	0	0	7	0	0	1	3	2	2	1	0	0	5	1	0	1	1	5	0	1	0	1	0	0	0	0	0	2	1	5.56
mol1741	C1OC2CCCCCCCNC12	10	0	0	0	0	0	0	0	1	0	1	12	0	0	0	13	0	0	0	3	2	1	1	0	0	0	0	0	0	10	2	0	0	1	0	0	0	0	0	1	2	1	5.55
mol2179	CC1C2COCOC3C(O)C3C12N	9	0	0	0	0	0	0	1	0	1	2	13	3	0	0	12	0	0	0	7	4	3	2	0	0	3	0	0	0	4	5	1	2	0	0	0	0	1	0	0	4	2	5.55
mol4351	C1CN2C3COC4(CCC1C24)C3	10	0	0	0	0	0	0	0	1	0	1	12	0	0	0	15	0	0	0	3	2	0	0	0	0	0	0	0	0	7	4	1	0	0	4	0	0	0	0	0	6	5	5.55
mol4693	COC1C2C3CN2CC1(C)O3	8	0	0	0	0	0	0	0	1	1	1	11	3	0	0	10	0	0	1	5	3	0	0	0	0	2	1	0	0	3	4	1	0	1	2	0	0	0	0	0	5	4	5.55
mol4821	CC(O)C12COC(C)(C1)C(C)N2	9	0	0	0	0	0	0	0	1	1	1	12	5	0	0	8	0	0	1	5	3	2	2	0	0	4	0	1	0	4	1	2	0	0	2	0	0	0	0	0	3	2	5.55
mol518	CCC(C#N)C1NC2CC1N1CC21	10	0	0	0	0	0	0	1	2	0	0	13	4	0	1	10	0	0	2	3	3	1	1	0	0	2	2	1	0	3	5	0	1	0	2	0	0	0	0	0	5	3	5.54
mol1109	CCN1CC1C1CC1C1(CO)CO1	10	0	0	0	0	0	0	0	1	1	1	13	6	0	0	9	0	0	4	5	3	1	1	0	0	2	2	0	0	4	4	1	3	0	0	0	0	0	0	0	0	0	5.54
mol2292	CC1(O)CCCC2OC12CC(N)=N	9	0	0	0	0	0	0	2	0	1	1	13	5	1	0	8	0	0	2	6	4	4	3	0	0	4	1	1	0	4	1	2	1	0	0	1	0	0	0	0	2	1	5.54
mol3548	CCC(C)C1CCC(=N)N1	8	0	0	0	0	0	0	1	1	0	0	10	4	1	0	5	0	0	2	2	2	2	2	0	0	3	1	1	0	3	2	0	0	0	1	0	0	0	0	0	0	0	5.54
mol4222	CC1N2CC2C23NC12CCOC3C	10	0	0	0	0	0	0	0	2	0	1	13	2	0	0	14	0	0	0	4	3	1	1	0	0	2	0	0	0	5	4	2	2	0	1	1	0	0	0	0	4	2	5.54
mol4576	CC(NC=N)C1CC(C)C(C)(C)C1	11	0	0	0	0	0	0	2	0	0	0	13	7	1	0	5	0	0	3	2	2	2	2	0	0	5	2	1	0	2	2	1	0	0	1	0	0	0	0	0	0	0	5.54
mol794	CCC1COC2COC12C(C)C#N	10	0	0	0	0	0	0	1	0	0	2	13	5	0	1	8	0	0	2	5	3	0	0	0	0	3	2	1	0	4	2	1	0	1	1	0	0	0	0	0	2	1	5.53
mol871	CC1CC11C(C)OCC1C1CN1	10	0	0	0	0	0	0	0	1	0	1	12	3	0	0	11	0	0	1	3	2	1	1	0	0	2	0	0	0	5	4	1	2	0	1	0	0	0	0	0	1	0	5.53
mol1800	CC12CC1CC1(C2)NC11CCNC1	11	0	0	0	0	0	0	0	2	0	0	13	1	0	0	15	0	0	0	2	2	2	2	0	0	1	0	0	0	8	1	3	2	0	2	0	0	0	0	0	4	1	5.53
mol2320	CCC1(CC1)C1NC1C1CC1N	10	0	0	0	0	0	0	1	1	0	0	12	5	0	0	9	0	0	3	2	2	3	2	0	0	2	1	0	0	4	4	1	3	0	0	0	0	0	0	0	0	0	5.53
mol2597	CC1CC2C3COCC13C1CN2C1	11	0	0	0	0	0	0	0	1	0	1	13	1	0	0	15	0	0	0	3	2	0	0	0	0	1	0	0	0	6	5	1	0	1	2	2	0	0	0	0	7	8	5.53
mol3641	CCC12CC(O)C(O1)C2O	7	0	0	0	0	0	0	0	0	2	1	10	4	0	0	7	0	0	1	6	3	2	2	0	0	3	1	0	0	2	3	1	0	1	2	0	0	0	0	0	6	7	5.53
mol4328	CC1(CCO)CC2CC2OC(=O)N1	9	0	0	0	0	0	0	0	1	2	1	13	4	1	0	9	0	0	2	7	4	2	2	0	0	3	2	0	0	4	3	1	1	0	0	0	1	0	0	0	2	1	5.53
mol191	NCC12COC3C(CC3C1)C2	9	0	0	0	0	0	0	1	0	0	1	11	2	0	0	11	0	0	1	3	2	2	1	0	0	1	1	0	0	5	3	1	0	1	0	4	0	0	0	0	9	11	5.52
mol1718	CC(O)CC1CN2C3CC2C1C3C	11	0	0	0	0	0	0	0	1	1	0	13	5	0	0	10	0	0	2	3	2	1	1	0	0	3	1	1	0	2	6	0	0	1	3	0	0	0	0	0	6	7	5.52
mol4196	CCCC12OCCN3CC1C2C3	10	0	0	0	0	0	0	0	1	0	1	12	3	0	0	11	0	0	2	3	2	0	0	0	0	1	2	0	0	5	3	1	1	0	1	0	2	0	0	0	9	11	5.52
mol4618	CC1C2OCC(O2)C1C(CO)C#N	9	0	0	0	0	0	0	1	0	1	2	13	5	0	1	8	0	0	2	7	4	1	1	0	0	3	2	1	0	3	4	0	0	0	2	0	0	0	0	0	3	2	5.52
mol717	CCC1(COCC1(C)C#N)C1CO1	10	0	0	0	0	0	0	1	0	0	2	13	5	0	1	8	0	0	2	5	3	0	0	0	0	3	2	0	0	5	1	2	1	0	1	0	0	0	0	0	0	0	5.51
mol1870	CCC(O)(CC)CC1OC1C(C)N	10	0	0	0	0	0	0	1	0	1	1	13	10	0	0	3	0	0	5	5	3	3	2	0	0	5	3	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	5.51
mol3956	CC(C)CC1NCC1CC#C	10	0	0	0	0	0	0	0	1	0	0	11	6	0	1	4	0	0	3	1	1	1	1	0	0	3	3	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	5.51
mol1321	CC(C)C12NC1C1NC3CCC1C23	11	0	0	0	0	0	0	0	2	0	0	13	3	0	0	13	0	0	1	2	2	2	2	0	0	2	0	1	0	4	5	1	1	0	3	0	0	0	0	0	6	4	5.5
mol1864	ONC(=N)NC1(CC#N)CC1O	6	0	0	0	0	0	0	4	0	2	0	12	7	1	1	3	0	0	2	8	6	5	5	0	0	4	4	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	5.5
mol3116	CC12C3CCN1C(CN1CC1)CC23	11	0	0	0	0	0	0	0	2	0	0	13	3	0	0	13	0	0	2	2	2	0	0	0	0	1	1	0	0	5	5	1	2	0	2	0	0	0	0	0	4	3	5.5
mol3270	CC12CC3CN1CCCOC3C2	10	0	0	0	0	0	0	0	1	0	1	12	1	0	0	13	0	0	0	3	2	0	0	0	0	1	0	0	0	7	3	1	0	0	2	0	0	1	0	0	6	5	5.5
mol4247	CC1(CCC2CC2C1O)C1(N)CC1	11	0	0	0	0	0	0	1	0	1	0	13	4	0	0	11	0	0	1	3	2	3	2	0	0	3	0	0	0	5	3	2	2	0	0	1	0	0	0	0	2	1	5.5
mol4431	CC(N)C1CCOC1CC1CO1	9	0	0	0	0	0	0	1	0	0	2	12	5	0	0	8	0	0	3	5	3	2	1	0	0	2	1	1	0	5	3	0	1	0	1	0	0	0	0	0	0	0	5.5
mol425	CCC(C(C)N)C(CO)C1(C)CC1	11	0	0	0	0	0	0	1	0	1	0	13	10	0	0	3	0	0	5	3	2	3	2	0	0	5	2	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5.49
mol1046	CC1OC2C3CC4C1C2C1N3C41C	11	0	0	0	0	0	0	0	1	0	1	13	2	0	0	15	0	0	0	3	2	0	0	0	0	2	0	0	0	2	8	1	1	0	4	0	0	0	0	0	8	8	5.49
mol1054	CCOC(=N)NN1CC(C)C1	7	0	0	0	0	0	0	2	1	1	0	11	6	1	0	4	0	0	2	5	4	2	2	0	0	3	3	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	5.49
mol1296	CC1(N)CC2N3CC(C1C3)C21CC1	11	0	0	0	0	0	0	1	1	0	0	13	2	0	0	14	0	0	0	2	2	2	1	0	0	2	0	0	0	5	4	2	1	0	2	2	0	0	0	0	9	11	5.49
mol2053	CC1NCC2C3CC1C2CC1CC31	12	0	0	0	0	0	0	0	1	0	0	13	1	0	0	15	0	0	0	1	1	1	1	0	0	1	0	0	0	5	7	0	1	0	1	2	0	0	0	0	6	4	5.49
mol2510	CC1C2C(C)C1(C)S(=O)(=O)C21CC1	10	0	0	0	0	1	0	0	0	2	0	13	3	2	0	10	0	0	0	4	2	0	0	0	0	5	0	0	0	2	3	3	1	1	2	0	0	0	0	0	6	7	5.49
mol3706	CCCC1(CC)NCC2(C)COC12	11	0	0	0	0	0	0	0	1	0	1	13	6	0	0	8	0	0	3	3	2	1	1	0	0	3	3	0	0	4	1	2	0	1	1	0	0	0	0	0	2	1	5.49
mol4311	CC1C2C3NCC(O)C3CC12O	9	0	0	0	0	0	0	0	1	2	0	12	3	0	0	11	0	0	0	5	3	3	3	0	0	3	0	0	0	3	5	1	1	0	2	0	0	0	0	0	4	2	5.49
mol4350	CCC1C2NCC(C)(C#C)C12	10	0	0	0	0	0	0	0	1	0	0	11	4	0	1	7	0	0	1	1	1	1	1	0	0	3	2	0	0	2	3	1	1	0	1	0	0	0	0	0	2	1	5.49
mol602	CC1C2CC3(N)C4C(C5C3N15)N24	9	0	0	0	0	0	0	1	2	0	0	12	2	0	0	14	0	0	0	3	3	2	1	0	0	2	0	0	0	1	8	1	2	0	2	2	0	0	0	0	10	14	5.48
mol909	CCC1CC2CC(CC)NCC12O	11	0	0	0	0	0	0	0	1	1	0	13	5	0	0	9	0	0	2	3	2	2	2	0	0	3	2	0	0	4	3	1	0	1	0	1	0	0	0	0	2	1	5.48
mol936	C1CC11OCC23CCC(CC12)N3	10	0	0	0	0	0	0	0	1	0	1	12	0	0	0	15	0	0	0	3	2	1	1	0	0	0	0	0	0	8	2	2	1	0	3	0	0	0	0	0	5	3	5.48
mol1485	CC(C#N)C1CNC2CC1(CO)C2	10	0	0	0	0	0	0	1	1	1	0	13	5	0	1	8	0	0	2	4	3	2	2	0	0	3	2	1	0	4	2	1	0	1	0	2	0	0	0	0	7	8	5.48
mol1850	CC1CCCC2(CC#N)CC12CO	11	0	0	0	0	0	0	1	0	1	0	13	5	0	1	8	0	0	2	3	2	1	1	0	0	3	3	0	0	4	1	2	1	0	0	1	0	0	0	0	2	1	5.48
mol2080	CC1CC2C(N)C(C)C1N2C	9	0	0	0	0	0	0	1	1	0	0	11	4	0	0	8	0	0	0	2	2	2	1	0	0	4	0	0	0	1	6	0	0	0	2	0	0	0	0	0	3	2	5.48
mol3821	C#CCC1CC2CCC2C11CN1	11	0	0	0	0	0	0	0	1	0	0	12	2	0	1	11	0	0	1	1	1	1	1	0	0	1	2	0	0	5	3	1	1	1	1	0	0	0	0	0	3	1	5.48
mol4012	CC1CCCOC1(C#N)C1(O)CC1	10	0	0	0	0	0	0	1	0	1	1	13	4	0	1	9	0	0	1	5	3	1	1	0	0	3	1	0	0	6	1	2	1	0	0	1	0	0	0	0	0	0	5.48
mol4055	CC1OC2(CO)CC1(C)C2CN	9	0	0	0	0	0	0	1	0	1	1	12	6	0	0	7	0	0	2	5	3	3	2	0	0	4	2	0	0	2	2	2	0	1	2	0	0	0	0	0	6	7	5.48
mol4128	CCC1CC(O)C1(CC)CC#C	11	0	0	0	0	0	0	0	0	1	0	12	7	0	1	4	0	0	3	2	1	1	1	0	0	4	4	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	5.48
mol710	CC1C2CC(CO)C1CNC(C)C2	11	0	0	0	0	0	0	0	1	1	0	13	4	0	0	10	0	0	1	3	2	2	2	0	0	3	1	0	0	4	5	0	0	0	1	0	1	0	0	0	3	2	5.47
mol761	CC(C(N)=N)C1(CCO1)C1CC1	9	0	0	0	0	0	0	2	0	0	1	12	5	1	0	7	0	0	3	4	3	3	2	0	0	3	0	2	0	5	1	1	1	1	0	0	0	0	0	0	0	0	5.47
mol1792	CCCC(OC1(C)CC1)C(O)CN	10	0	0	0	0	0	0	1	0	2	0	13	10	0	0	3	0	0	6	5	3	3	2	0	0	4	4	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5.47
mol1956	CC1C2C(CC3OC13C)C2(O)C#N	10	0	0	0	0	0	0	1	0	1	1	13	4	0	1	10	0	0	0	5	3	1	1	0	0	4	1	0	0	2	4	2	2	0	0	1	0	0	0	0	4	2	5.47
mol3213	CCC1NC2CC2OC11CCC1	10	0	0	0	0	0	0	0	1	0	1	12	2	0	0	12	0	0	1	3	2	1	1	0	0	1	1	0	0	6	3	1	1	1	0	1	0	0	0	0	3	1	5.47
mol4920	NS(=O)(=O)C12CCOC1CC2O	6	0	0	0	0	1	0	1	0	3	1	12	3	2	0	8	0	0	1	9	5	3	2	0	0	4	0	0	1	4	2	1	0	1	1	0	0	0	0	0	2	1	5.47
mol4925	CCC1C(C)C(=O)N1CCC#N	9	0	0	0	0	0	0	1	1	1	0	12	6	1	1	4	0	0	3	4	3	0	0	0	0	4	4	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	5.47
mol235	CCC12CC(C1C)N1C3CC(C3)C21	12	0	0	0	0	0	0	0	1	0	0	13	3	0	0	13	0	0	1	1	1	0	0	0	0	2	1	0	0	3	6	1	0	2	4	0	0	0	0	0	10	13	5.46
mol519	CC(N)C1CC(C1)OCC1(C)CC1	11	0	0	0	0	0	0	1	0	1	0	13	7	0	0	7	0	0	4	3	2	2	1	0	0	3	2	1	0	4	2	1	1	1	0	0	0	0	0	0	0	0	5.46
mol638	CC1COCC2C3C1OCC23N	9	0	0	0	0	0	0	1	0	0	2	12	2	0	0	12	0	0	0	5	3	2	1	0	0	2	0	0	0	5	4	1	1	0	1	0	1	0	0	0	4	3	5.46
mol1235	CCC(C)(C)C1(CC=CC1)C#N	11	0	0	0	0	0	0	1	0	0	0	12	6	0	1	4	1	0	2	1	1	0	0	0	0	4	2	0	1	4	0	1	0	0	1	0	0	0	0	0	0	0	5.46
mol1237	CC1C2C(CC3(CN3)C2N)C1(C)C	11	0	0	0	0	0	0	1	1	0	0	13	4	0	0	11	0	0	0	2	2	3	2	0	0	4	0	0	0	3	4	2	1	1	1	0	0	0	0	0	3	1	5.46
mol2121	CCC1CC(CC)(N1)C1CCO1	10	0	0	0	0	0	0	0	1	0	1	12	5	0	0	8	0	0	3	3	2	1	1	0	0	2	2	0	0	5	2	1	0	2	0	0	0	0	0	0	0	0	5.46
mol2312	CC1(O)C2CC1(CC#N)OC2=O	8	0	0	0	0	0	0	1	0	2	1	12	4	1	1	7	0	0	1	7	4	1	1	0	0	4	2	0	0	2	2	2	0	1	2	0	0	0	0	0	6	7	5.46
mol3539	CC12CCC3(CO)C1N2CC3(C)O	10	0	0	0	0	0	0	0	1	2	0	13	5	0	0	10	0	0	1	5	3	2	2	0	0	4	1	0	0	3	2	3	1	0	2	0	0	0	0	0	4	3	5.46
mol3567	CC1C(CC#C)C2C1CC1CC21N	12	0	0	0	0	0	0	1	0	0	0	13	4	0	1	10	0	0	1	1	1	2	1	0	0	3	2	0	0	2	5	1	1	1	1	0	0	0	0	0	4	2	5.46
mol4297	CCC1(O)CC2C1C1(C)CC2(N)C1	11	0	0	0	0	0	0	1	0	1	0	13	5	0	0	10	0	0	1	3	2	3	2	0	0	4	1	0	0	3	2	3	0	2	2	0	0	0	0	0	6	7	5.46
mol4335	CCC(O)CCC1CNC2CCC12	11	0	0	0	0	0	0	0	1	1	0	13	6	0	0	8	0	0	4	3	2	2	2	0	0	2	3	1	0	4	3	0	0	1	1	0	0	0	0	0	2	1	5.46
mol4843	OC1CC2C3CC(CC2C1O)N3	9	0	0	0	0	0	0	0	1	2	0	12	2	0	0	12	0	0	0	5	3	3	3	0	0	2	0	0	0	4	6	0	0	1	1	2	0	0	0	0	7	8	5.46
mol1266	CN1C2CC3C(CC12)C3NC(C)=N	10	0	0	0	0	0	0	2	1	0	0	13	4	1	0	10	0	0	1	3	3	2	2	0	0	3	1	1	0	2	6	0	2	0	0	1	0	0	0	0	4	2	5.45
mol1438	CC1(C)CCN2C3C1C2C(O)C3O	10	0	0	0	0	0	0	0	1	2	0	13	4	0	0	11	0	0	0	5	3	2	2	0	0	4	0	0	0	2	6	1	0	1	2	2	0	0	0	0	9	11	5.45
mol3101	CC(C)N1C2C3NC3CC1(C)C2C	11	0	0	0	0	0	0	0	2	0	0	13	5	0	0	10	0	0	1	2	2	1	1	0	0	4	0	1	0	2	5	1	1	1	0	2	0	0	0	0	7	8	5.45
mol3733	CNC12COC3C(C1)C3C1(C)OC21	10	0	0	0	0	0	0	1	0	0	2	13	3	0	0	13	0	0	1	5	3	1	1	0	0	2	1	0	0	4	4	2	2	0	0	2	0	0	0	0	7	5	5.45
mol3772	CNC1CCC1C(CO)CC1CC1	11	0	0	0	0	0	0	1	0	1	0	13	7	0	0	7	0	0	5	3	2	2	2	0	0	2	3	1	0	4	3	0	1	1	0	0	0	0	0	0	0	0	5.45
mol4836	CC(C#N)C1NCC2C(CC#N)C12	10	0	0	0	0	0	0	2	1	0	0	13	5	0	2	7	0	0	2	3	3	1	1	0	0	3	3	1	0	2	4	0	1	0	1	0	0	0	0	0	2	1	5.45
mol4979	CCC1CNC2(CC2)CC1C1CO1	11	0	0	0	0	0	0	0	1	0	1	13	3	0	0	12	0	0	2	3	2	1	1	0	0	1	1	0	0	7	3	1	2	0	0	1	0	0	0	0	1	0	5.45
mol63	CC(=C)C#N	4	0	0	0	0	0	0	1	0	0	0	5	2	1	1	0	0	0	0	1	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44
mol2003	CC1=CC2CNC3CC2OCC13	10	0	0	0	0	0	0	0	1	0	1	12	1	0	0	12	1	0	0	3	2	1	1	0	0	1	0	0	0	6	5	0	0	0	0	2	3	0	0	0	11	13	5.44
mol2033	CC1C2CCC(C)(C2)CC1NC=N	11	0	0	0	0	0	0	2	0	0	0	13	4	1	0	9	0	0	2	2	2	2	2	0	0	3	2	0	0	4	3	1	0	0	1	1	0	0	0	0	3	2	5.44
mol2224	CC1OC2(C)CCC3(N)C2OC13C	10	0	0	0	0	0	0	1	0	0	2	13	4	0	0	11	0	0	0	5	3	2	1	0	0	4	0	0	0	4	2	3	0	1	1	2	0	0	0	0	7	8	5.44
mol49	CC#CC12CCC1NCC2	9	0	0	0	0	0	0	0	1	0	0	10	2	0	1	8	0	0	0	1	1	1	1	0	0	1	2	0	0	5	1	1	0	1	1	0	0	0	0	0	2	1	5.43
mol1511	CCOC1C2CC2C2CS(=O)(=O)C12	9	0	0	0	0	1	0	0	0	3	0	13	3	2	0	10	0	0	2	6	3	0	0	0	0	3	2	0	0	2	5	1	1	1	1	0	0	0	0	0	4	2	5.43
mol1989	CC1CNC(CN)(C2CO2)C1C	9	0	0	0	0	0	0	1	1	0	1	12	5	0	0	8	0	0	2	4	3	3	2	0	0	3	1	0	0	4	3	1	1	0	1	0	0	0	0	0	0	0	5.43
mol2049	NC1CC2CC1(N)C1CC2O1	8	0	0	0	0	0	0	2	0	0	1	11	2	0	0	11	0	0	0	4	3	4	2	0	0	2	0	0	0	4	4	1	0	1	1	2	0	0	0	0	7	8	5.43
mol2431	CC1C2CN1C1CN3C4CC(C14)C23	11	0	0	0	0	0	0	0	2	0	0	13	1	0	0	16	0	0	0	2	2	0	0	0	0	1	0	0	0	3	9	0	0	2	2	0	4	0	0	0	11	14	5.43
mol2779	CC1CNC23C(O)C12COC31CC1	10	0	0	0	0	0	0	0	1	1	1	13	2	0	0	14	0	0	0	5	3	2	2	0	0	2	0	0	0	6	2	3	2	0	2	0	0	0	0	0	3	1	5.43
mol3015	CC1(O)C2OCC3C(CCC13N)O2	9	0	0	0	0	0	0	1	0	1	2	13	3	0	0	12	0	0	0	7	4	3	2	0	0	3	0	0	0	5	3	2	0	0	1	3	0	0	0	0	8	9	5.43
mol4472	O=S1(=O)C2CC3CC2CC(C#N)C13	9	0	0	0	0	1	0	1	0	2	0	13	1	2	1	11	0	0	0	5	3	0	0	0	0	3	1	0	0	3	5	1	0	0	2	2	0	0	0	0	9	11	5.43
mol4593	CC1C2CC3C1(N)C2(C)CC3(C)N	11	0	0	0	0	0	0	2	0	0	0	13	5	0	0	10	0	0	0	2	2	4	2	0	0	5	0	0	0	2	3	3	0	1	3	0	0	0	0	0	6	7	5.43
mol4806	CC12C3CC3C3C1C2C(CO)C3N	11	0	0	0	0	0	0	1	0	1	0	13	4	0	0	12	0	0	1	3	2	3	2	0	0	3	1	0	0	1	7	1	2	0	2	0	0	0	0	0	6	4	5.43
mol3147	CC1(COCO1)C1(CC1)S(N)(=O)=O	7	0	0	0	0	1	0	1	0	2	2	13	4	2	0	8	0	0	2	9	5	2	1	0	0	4	0	0	1	6	0	2	1	0	1	0	0	0	0	0	0	0	5.42
mol3242	CC1OCC2(N)CC2(O)CC1(C)C	10	0	0	0	0	0	0	1	0	1	1	13	5	0	0	9	0	0	0	5	3	3	2	0	0	5	0	0	0	4	1	3	1	0	0	0	1	0	0	0	2	1	5.42
mol3722	CC(C)C12CNCC11CNCC21	10	0	0	0	0	0	0	0	2	0	0	12	3	0	0	11	0	0	1	2	2	2	2	0	0	2	0	1	0	6	1	2	1	0	2	0	0	0	0	0	3	2	5.42
mol4430	CC1C2C3CC(N)C1(N)CC23C	10	0	0	0	0	0	0	2	0	0	0	12	4	0	0	10	0	0	0	2	2	4	2	0	0	4	0	0	0	2	4	2	1	0	1	2	0	0	0	0	8	10	5.42
mol995	CC12COC3CC4(CN4)C1C3N2	9	0	0	0	0	0	0	0	2	0	1	12	1	0	0	14	0	0	0	4	3	2	2	0	0	1	0	0	0	6	3	2	1	1	1	1	0	0	0	0	5	3	5.41
mol1456	CC1(N)C2CC3(N)CC4C(C2)C4C13	11	0	0	0	0	0	0	2	0	0	0	13	3	0	0	13	0	0	0	2	2	4	2	0	0	3	0	0	0	3	5	2	1	0	2	1	0	0	0	0	7	6	5.41
mol2542	CC1CC(N)C2NC3(CCCC3)C12	11	0	0	0	0	0	0	1	1	0	0	13	2	0	0	13	0	0	0	2	2	3	2	0	0	2	0	0	0	6	4	1	0	1	2	0	0	0	0	0	3	1	5.41
mol2846	CCCOC1C2CC(C2)N2CC1C2	11	0	0	0	0	0	0	0	1	1	0	13	4	0	0	11	0	0	3	3	2	0	0	0	0	1	3	0	0	4	5	0	0	2	0	0	4	0	0	0	9	11	5.41
mol2917	COC(C)C1(C)NCS(=O)(=O)C1C	8	0	0	0	0	1	0	0	1	3	0	13	6	2	0	5	0	0	2	7	4	1	1	0	0	6	1	1	0	2	1	2	0	0	1	0	0	0	0	0	0	0	5.41
mol3822	O=S1(=O)CC2CC3(CC3)CN2C1	8	0	0	0	0	1	0	0	1	2	0	12	0	2	0	12	0	0	0	5	3	0	0	0	0	2	0	0	0	6	2	2	1	0	2	0	0	0	0	0	3	1	5.41
mol4655	COC(C)(C)C1(CCC1)C(N)=N	9	0	0	0	0	0	0	2	0	1	0	12	7	1	0	4	0	0	3	4	3	3	2	0	0	5	1	1	1	3	0	1	0	1	0	0	0	0	0	0	0	0	5.41
mol447	C#CC12C3CC3CC3NCC1CC23	12	0	0	0	0	0	0	0	1	0	0	13	1	0	1	14	0	0	0	1	1	1	1	0	0	1	1	0	0	5	5	1	1	1	0	3	0	0	0	0	9	9	5.4
mol550	OC12C3CC1C(C3)NC2C1CN1	9	0	0	0	0	0	0	0	2	1	0	12	2	0	0	13	0	0	1	4	3	3	3	0	0	1	0	0	0	5	5	1	1	1	3	0	0	0	0	0	6	7	5.4
mol608	C#CC1CCCC1(C#C)C1CO1	11	0	0	0	0	0	0	0	0	0	1	12	3	0	2	8	0	0	1	2	1	0	0	0	0	2	2	0	0	5	2	1	1	0	1	0	0	0	0	0	0	0	5.4
mol831	CC1C2C3CC4C(CCC2C4O)N13	11	0	0	0	0	0	0	0	1	1	0	13	2	0	0	14	0	0	0	3	2	1	1	0	0	2	0	0	0	3	8	0	0	1	1	2	0	0	0	0	8	7	5.4
mol990	CC1COC(CCCN)C2(C)NC12	10	0	0	0	0	0	0	1	1	0	1	13	6	0	0	8	0	0	3	4	3	3	2	0	0	3	3	0	0	3	3	1	1	0	0	1	0	0	0	0	2	1	5.4
mol1061	CC1(N)C2COCC1(N)C1CC2O1	9	0	0	0	0	0	0	2	0	0	2	13	3	0	0	12	0	0	0	6	4	4	2	0	0	3	0	0	0	5	3	2	0	1	0	3	0	0	0	0	7	8	5.4
mol1561	CC1CC1C1(CCC#C)CN1C	11	0	0	0	0	0	0	0	1	0	0	12	6	0	1	6	0	0	3	1	1	0	0	0	0	3	3	0	0	2	3	1	2	0	0	0	0	0	0	0	0	0	5.4
mol2139	CC12CC3NC4CC1(C)N1C(C41)C23	11	0	0	0	0	0	0	0	2	0	0	13	2	0	0	15	0	0	0	2	2	1	1	0	0	2	0	0	0	3	6	2	1	1	2	1	0	0	0	0	8	8	5.4
mol2182	CC1(C)CNC1(C#N)C1CO1	8	0	0	0	0	0	0	1	1	0	1	11	4	0	1	7	0	0	1	4	3	1	1	0	0	3	1	0	0	4	1	2	1	1	0	0	0	0	0	0	0	0	5.4
mol2762	CCCC1(C)C(C)C1(O)C1CNC1	11	0	0	0	0	0	0	0	1	1	0	13	7	0	0	7	0	0	3	3	2	2	2	0	0	4	2	0	0	3	2	2	1	1	0	0	0	0	0	0	0	0	5.4
mol3144	CNC(C)C1OCC1C(O)C(C)C	10	0	0	0	0	0	0	1	0	1	1	13	9	0	0	4	0	0	4	5	3	2	2	0	0	5	1	3	0	2	2	0	0	1	0	0	0	0	0	0	0	0	5.4
